"Species"	"Status_BS"	"Status_WS"	"Status_BSWS"
"Acanthophoenix crinita"	"NA"	"NA"	"NA___NA"
"Acanthophoenix rousselii"	"NA"	"NA"	"NA___NA"
"Acanthophoenix rubra"	"NA"	"NA"	"NA___NA"
"Acoelorrhaphe wrightii"	"LC"	"LC"	"LC___LC"
"Acrocomia aculeata"	"LC"	"LC"	"LC___LC"
"Acrocomia crispa"	"NA"	"NA"	"NA___NA"
"Acrocomia emensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Acrocomia glaucescens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Acrocomia hassleri"	"LC"	"nonLC"	"LC___nonLC"
"Acrocomia intumescens"	"LC"	"nonLC"	"LC___nonLC"
"Acrocomia media"	"LC"	"LC"	"LC___LC"
"Acrocomia totai"	"LC"	"LC"	"LC___LC"
"Actinokentia divaricata"	"LC"	"LC"	"LC___LC"
"Actinokentia huerlimannii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Actinorhytis calapparia"	"LC"	"LC"	"LC___LC"
"Adonidia dransfieldii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Adonidia merrillii"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes acanthophylla"	"LC"	"LC"	"LC___LC"
"Aiphanes acaulis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes argos"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes bicornis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes buenaventurae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes chiribogensis"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes concinna"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes deltoidea"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes duquei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes eggersii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes erinacea"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes gelatinosa"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes graminifolia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes grandis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes hirsuta"	"LC"	"LC"	"LC___LC"
"Aiphanes horrida"	"LC"	"LC"	"LC___LC"
"Aiphanes killipii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes leiostachys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes lindeniana"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes linearis"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes macroloba"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes minima"	"LC"	"LC"	"LC___LC"
"Aiphanes multiplex"	"NA"	"NA"	"NA___NA"
"Aiphanes parvifolia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes pilaris"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes simplex"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes spicata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes tricuspidata"	"LC"	"nonLC"	"LC___nonLC"
"Aiphanes truncata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes ulei"	"LC"	"LC"	"LC___LC"
"Aiphanes verrucosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Aiphanes weberbaueri"	"LC"	"LC"	"LC___LC"
"Allagoptera arenaria"	"LC"	"LC"	"LC___LC"
"Allagoptera brevicalyx"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Allagoptera campestris"	"LC"	"LC"	"LC___LC"
"Allagoptera caudescens"	"LC"	"LC"	"LC___LC"
"Allagoptera leucocalyx"	"LC"	"LC"	"LC___LC"
"Allagoptera robusta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Ammandra decasperma"	"LC"	"nonLC"	"LC___nonLC"
"Aphandra natalia"	"LC"	"LC"	"LC___LC"
"Archontophoenix alexandrae"	"LC"	"LC"	"LC___LC"
"Archontophoenix cunninghamiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Archontophoenix maxima"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Archontophoenix myolensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Archontophoenix purpurea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Archontophoenix tuckeri"	"LC"	"nonLC"	"LC___nonLC"
"Areca abdulrahmanii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca ahmadii"	"NA"	"NA"	"NA___NA"
"Areca andersonii"	"NA"	"NA"	"NA___NA"
"Areca arundinacea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca bakeri"	"NA"	"NA"	"NA___NA"
"Areca brachypoda"	"NA"	"NA"	"NA___NA"
"Areca caliso"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca camarinensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca catechu"	"LC"	"LC"	"LC___LC"
"Areca chaiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca churchii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca concinna"	"NA"	"NA"	"NA___NA"
"Areca congesta"	"NA"	"NA"	"NA___NA"
"Areca costulata"	"NA"	"NA"	"NA___NA"
"Areca dayung"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca dransfieldii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca furcata"	"LC"	"nonLC"	"LC___nonLC"
"Areca gurita"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca hutchinsoniana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca insignis"	"LC"	"nonLC"	"LC___nonLC"
"Areca ipot"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca jokowi"	"NA"	"NA"	"NA___NA"
"Areca jugahpunya"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca kinabaluensis"	"LC"	"nonLC"	"LC___nonLC"
"Areca klingkangensis"	"NA"	"NA"	"NA___NA"
"Areca laosensis"	"LC"	"nonLC"	"LC___nonLC"
"Areca ledermanniana"	"NA"	"NA"	"NA___NA"
"Areca macrocalyx"	"LC"	"LC"	"LC___LC"
"Areca mandacanii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca minuta"	"LC"	"LC"	"LC___LC"
"Areca mogeana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca montana"	"LC"	"nonLC"	"LC___nonLC"
"Areca novohibernica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca oxycarpa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca parens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca rheophytica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca ridleyana"	"NA"	"NA"	"NA___NA"
"Areca riparia"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca songthanhensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca subacaulis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca triandra"	"LC"	"LC"	"LC___LC"
"Areca triginticollina"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca tunku"	"LC"	"nonLC"	"LC___nonLC"
"Areca unipa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Areca vestiaria"	"LC"	"LC"	"LC___LC"
"Areca vidaliana"	"LC"	"nonLC"	"LC___nonLC"
"Areca whitfordii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga australasica"	"LC"	"nonLC"	"LC___nonLC"
"Arenga brevipes"	"LC"	"LC"	"LC___LC"
"Arenga caudata"	"LC"	"LC"	"LC___LC"
"Arenga distincta"	"LC"	"nonLC"	"LC___nonLC"
"Arenga engleri"	"NA"	"NA"	"NA___NA"
"Arenga hastata"	"LC"	"LC"	"LC___LC"
"Arenga hookeriana"	"LC"	"nonLC"	"LC___nonLC"
"Arenga listeri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga longicarpa"	"NA"	"NA"	"NA___NA"
"Arenga longipes"	"NA"	"NA"	"NA___NA"
"Arenga micrantha"	"NA"	"NA"	"NA___NA"
"Arenga microcarpa"	"LC"	"LC"	"LC___LC"
"Arenga mindorensis"	"NA"	"NA"	"NA___NA"
"Arenga obtusifolia"	"LC"	"nonLC"	"LC___nonLC"
"Arenga pinnata"	"LC"	"LC"	"LC___LC"
"Arenga plicata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga porphyrocarpa"	"NA"	"NA"	"NA___NA"
"Arenga retroflorescens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga ryukyuensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga talamauensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Arenga tremula"	"LC"	"nonLC"	"LC___nonLC"
"Arenga undulatifolia"	"LC"	"LC"	"LC___LC"
"Arenga westerhoutii"	"LC"	"LC"	"LC___LC"
"Arenga wightii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Asterogyne guianensis"	"NA"	"NA"	"NA___NA"
"Asterogyne martiana"	"LC"	"LC"	"LC___LC"
"Asterogyne ramosa"	"NA"	"NA"	"NA___NA"
"Asterogyne spicata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Asterogyne yaracuyense"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum acaule"	"LC"	"LC"	"LC___LC"
"Astrocaryum aculeatissimum"	"LC"	"LC"	"LC___LC"
"Astrocaryum aculeatum"	"NA"	"NA"	"NA___NA"
"Astrocaryum alatum"	"LC"	"LC"	"LC___LC"
"Astrocaryum arenarium"	"NA"	"NA"	"NA___NA"
"Astrocaryum campestre"	"LC"	"LC"	"LC___LC"
"Astrocaryum carnosum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum chambira"	"LC"	"LC"	"LC___LC"
"Astrocaryum chonta"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum ciliatum"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum confertum"	"NA"	"NA"	"NA___NA"
"Astrocaryum echinatum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum faranae"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum farinosum"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum ferrugineum"	"NA"	"NA"	"NA___NA"
"Astrocaryum giganteum"	"NA"	"NA"	"NA___NA"
"Astrocaryum gratum"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum huaimi"	"LC"	"LC"	"LC___LC"
"Astrocaryum huicungo"	"NA"	"NA"	"NA___NA"
"Astrocaryum jauari"	"LC"	"LC"	"LC___LC"
"Astrocaryum javarense"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum macrocalyx"	"LC"	"LC"	"LC___LC"
"Astrocaryum malybo"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum mexicanum"	"LC"	"LC"	"LC___LC"
"Astrocaryum minus"	"NA"	"NA"	"NA___NA"
"Astrocaryum murumuru"	"LC"	"LC"	"LC___LC"
"Astrocaryum paramaca"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum perangustatum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum rodriguesii"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum sciophilum"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum scopatum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum sociale"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum standleyanum"	"LC"	"LC"	"LC___LC"
"Astrocaryum triandrum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Astrocaryum tucuma"	"LC"	"LC"	"LC___LC"
"Astrocaryum ulei"	"LC"	"nonLC"	"LC___nonLC"
"Astrocaryum urostachys"	"LC"	"LC"	"LC___LC"
"Astrocaryum vulgare"	"LC"	"LC"	"LC___LC"
"Attalea allenii"	"LC"	"LC"	"LC___LC"
"Attalea amygdalina"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea amylacea"	"NA"	"NA"	"NA___NA"
"Attalea anisitsiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea apoda"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea attaleoides"	"LC"	"nonLC"	"LC___nonLC"
"Attalea barreirensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea bassleriana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea brasiliensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea brejinhoensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea burretiana"	"LC"	"LC"	"LC___LC"
"Attalea butyracea"	"LC"	"LC"	"LC___LC"
"Attalea camopiensis"	"NA"	"NA"	"NA___NA"
"Attalea cephalotus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea cohune"	"LC"	"LC"	"LC___LC"
"Attalea colenda"	"LC"	"LC"	"LC___LC"
"Attalea compta"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea crassispatha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea cuatrecasasiana"	"NA"	"NA"	"NA___NA"
"Attalea dahlgreniana"	"LC"	"nonLC"	"LC___nonLC"
"Attalea degranvillei"	"NA"	"NA"	"NA___NA"
"Attalea dubia"	"LC"	"nonLC"	"LC___nonLC"
"Attalea eichleri"	"LC"	"LC"	"LC___LC"
"Attalea exigua"	"LC"	"LC"	"LC___LC"
"Attalea fairchildensis"	"NA"	"NA"	"NA___NA"
"Attalea funifera"	"LC"	"LC"	"LC___LC"
"Attalea geraensis"	"LC"	"LC"	"LC___LC"
"Attalea guacuyule"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea guianensis"	"NA"	"NA"	"NA___NA"
"Attalea hoehnei"	"NA"	"NA"	"NA___NA"
"Attalea huebneri"	"NA"	"NA"	"NA___NA"
"Attalea humilis"	"LC"	"nonLC"	"LC___nonLC"
"Attalea iguadummat"	"LC"	"nonLC"	"LC___nonLC"
"Attalea insignis"	"LC"	"LC"	"LC___LC"
"Attalea kewensis"	"NA"	"NA"	"NA___NA"
"Attalea lauromuelleriana"	"NA"	"NA"	"NA___NA"
"Attalea luetzelburgii"	"LC"	"nonLC"	"LC___nonLC"
"Attalea macrolepis"	"NA"	"NA"	"NA___NA"
"Attalea magdalenica"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea maracaibensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea maripa"	"LC"	"LC"	"LC___LC"
"Attalea maripensis"	"NA"	"NA"	"NA___NA"
"Attalea microcarpa"	"LC"	"LC"	"LC___LC"
"Attalea moorei"	"LC"	"nonLC"	"LC___nonLC"
"Attalea nucifera"	"LC"	"nonLC"	"LC___nonLC"
"Attalea oleifera"	"LC"	"LC"	"LC___LC"
"Attalea osmantha"	"NA"	"NA"	"NA___NA"
"Attalea pacensis"	"NA"	"NA"	"NA___NA"
"Attalea peruviana"	"NA"	"NA"	"NA___NA"
"Attalea phalerata"	"LC"	"LC"	"LC___LC"
"Attalea pindobassu"	"LC"	"nonLC"	"LC___nonLC"
"Attalea plowmanii"	"LC"	"LC"	"LC___LC"
"Attalea princeps"	"LC"	"nonLC"	"LC___nonLC"
"Attalea racemosa"	"LC"	"LC"	"LC___LC"
"Attalea rostrata"	"LC"	"LC"	"LC___LC"
"Attalea salazarii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea salvadorensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea seabrensis"	"LC"	"nonLC"	"LC___nonLC"
"Attalea septuagenata"	"NA"	"NA"	"NA___NA"
"Attalea speciosa"	"LC"	"LC"	"LC___LC"
"Attalea spectabilis"	"LC"	"nonLC"	"LC___nonLC"
"Attalea tessmannii"	"LC"	"LC"	"LC___LC"
"Attalea vitrivir"	"LC"	"nonLC"	"LC___nonLC"
"Attalea weberbaueri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Attalea wesselsboeri"	"NA"	"NA"	"NA___NA"
"Bactris acanthocarpa"	"LC"	"LC"	"LC___LC"
"Bactris acanthocarpoides"	"LC"	"LC"	"LC___LC"
"Bactris ana-juliae"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris aubletiana"	"NA"	"NA"	"NA___NA"
"Bactris bahiensis"	"LC"	"nonLC"	"LC___nonLC"
"Bactris balanophora"	"LC"	"LC"	"LC___LC"
"Bactris barronis"	"LC"	"LC"	"LC___LC"
"Bactris bidentula"	"LC"	"LC"	"LC___LC"
"Bactris bifida"	"LC"	"LC"	"LC___LC"
"Bactris brongniartii"	"LC"	"LC"	"LC___LC"
"Bactris campestris"	"LC"	"LC"	"LC___LC"
"Bactris caryotifolia"	"LC"	"LC"	"LC___LC"
"Bactris caudata"	"NA"	"NA"	"NA___NA"
"Bactris charnleyae"	"LC"	"nonLC"	"LC___nonLC"
"Bactris chaveziae"	"LC"	"LC"	"LC___LC"
"Bactris chocoensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris coloniata"	"LC"	"LC"	"LC___LC"
"Bactris coloradonis"	"LC"	"LC"	"LC___LC"
"Bactris concinna"	"LC"	"LC"	"LC___LC"
"Bactris constanciae"	"LC"	"nonLC"	"LC___nonLC"
"Bactris corossilla"	"LC"	"LC"	"LC___LC"
"Bactris cubensis"	"NA"	"NA"	"NA___NA"
"Bactris cuspidata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris dianeura"	"LC"	"LC"	"LC___LC"
"Bactris elegans"	"LC"	"LC"	"LC___LC"
"Bactris faucium"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris ferruginea"	"LC"	"LC"	"LC___LC"
"Bactris fissifrons"	"LC"	"LC"	"LC___LC"
"Bactris gasipaes"	"LC"	"LC"	"LC___LC"
"Bactris gastoniana"	"LC"	"nonLC"	"LC___nonLC"
"Bactris glandulosa"	"LC"	"LC"	"LC___LC"
"Bactris glassmanii"	"LC"	"nonLC"	"LC___nonLC"
"Bactris glaucescens"	"LC"	"LC"	"LC___LC"
"Bactris gracilior"	"LC"	"LC"	"LC___LC"
"Bactris grayumii"	"LC"	"nonLC"	"LC___nonLC"
"Bactris guineensis"	"LC"	"LC"	"LC___LC"
"Bactris halmoorei"	"LC"	"LC"	"LC___LC"
"Bactris hatschbachii"	"LC"	"LC"	"LC___LC"
"Bactris herrerana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris hirta"	"LC"	"LC"	"LC___LC"
"Bactris horridispatha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris jamaicana"	"NA"	"NA"	"NA___NA"
"Bactris killipii"	"LC"	"LC"	"LC___LC"
"Bactris kunorum"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris longiseta"	"NA"	"NA"	"NA___NA"
"Bactris macroacantha"	"LC"	"LC"	"LC___LC"
"Bactris major"	"LC"	"LC"	"LC___LC"
"Bactris manriquei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris maraja"	"LC"	"LC"	"LC___LC"
"Bactris martiana"	"LC"	"LC"	"LC___LC"
"Bactris mexicana"	"LC"	"LC"	"LC___LC"
"Bactris militaris"	"LC"	"nonLC"	"LC___nonLC"
"Bactris nancibaensis"	"NA"	"NA"	"NA___NA"
"Bactris obovata"	"NA"	"NA"	"NA___NA"
"Bactris oligocarpa"	"NA"	"NA"	"NA___NA"
"Bactris oligoclada"	"LC"	"nonLC"	"LC___nonLC"
"Bactris panamensis"	"LC"	"nonLC"	"LC___nonLC"
"Bactris pickelii"	"LC"	"LC"	"LC___LC"
"Bactris pilosa"	"LC"	"LC"	"LC___LC"
"Bactris pliniana"	"LC"	"nonLC"	"LC___nonLC"
"Bactris plumeriana"	"LC"	"nonLC"	"LC___nonLC"
"Bactris polystachya"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris ptariana"	"LC"	"nonLC"	"LC___nonLC"
"Bactris rhaphidacantha"	"NA"	"NA"	"NA___NA"
"Bactris riparia"	"LC"	"LC"	"LC___LC"
"Bactris rostrata"	"NA"	"NA"	"NA___NA"
"Bactris schultesii"	"LC"	"LC"	"LC___LC"
"Bactris setiflora"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris setosa"	"LC"	"LC"	"LC___LC"
"Bactris setulosa"	"LC"	"LC"	"LC___LC"
"Bactris simplicifrons"	"LC"	"LC"	"LC___LC"
"Bactris soeiroana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris sphaerocarpa"	"LC"	"LC"	"LC___LC"
"Bactris syagroides"	"LC"	"nonLC"	"LC___nonLC"
"Bactris tefensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris timbuiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bactris tomentosa"	"LC"	"LC"	"LC___LC"
"Bactris turbinocarpa"	"LC"	"LC"	"LC___LC"
"Bactris vulgaris"	"LC"	"LC"	"LC___LC"
"Balaka diffusa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Balaka insularis"	"NA"	"NA"	"NA___NA"
"Balaka longirostris"	"LC"	"LC"	"LC___LC"
"Balaka macrocarpa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Balaka microcarpa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Balaka pauciflora"	"NA"	"NA"	"NA___NA"
"Balaka samoensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Balaka seemannii"	"LC"	"LC"	"LC___LC"
"Balaka streptostachys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Balaka tahitensis"	"NA"	"NA"	"NA___NA"
"Barcella odora"	"LC"	"nonLC"	"LC___nonLC"
"Basselinia deplanchei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia eriostachys"	"LC"	"LC"	"LC___LC"
"Basselinia favieri"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia glabrata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia gracilis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia humboldtiana"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia iterata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia moorei"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia pancheri"	"LC"	"LC"	"LC___LC"
"Basselinia porphyrea"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia sordida"	"LC"	"LC"	"LC___LC"
"Basselinia tomentosa"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia velutina"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Basselinia vestita"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Beccariophoenix alfredii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Beccariophoenix fenestralis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Beccariophoenix madagascariensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Bentinckia condapanna"	"NA"	"NA"	"NA___NA"
"Bentinckia nicobarica"	"NA"	"NA"	"NA___NA"
"Bismarckia nobilis"	"LC"	"LC"	"LC___LC"
"Borassodendron borneense"	"LC"	"nonLC"	"LC___nonLC"
"Borassodendron machadonis"	"LC"	"nonLC"	"LC___nonLC"
"Borassus aethiopum"	"LC"	"LC"	"LC___LC"
"Borassus akeassii"	"LC"	"LC"	"LC___LC"
"Borassus flabellifer"	"LC"	"LC"	"LC___LC"
"Borassus heineanus"	"LC"	"nonLC"	"LC___nonLC"
"Borassus madagascariensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brahea aculeata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brahea armata"	"LC"	"LC"	"LC___LC"
"Brahea brandegeei"	"LC"	"LC"	"LC___LC"
"Brahea calcarea"	"LC"	"LC"	"LC___LC"
"Brahea decumbens"	"LC"	"LC"	"LC___LC"
"Brahea dulcis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brahea edulis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brahea moorei"	"LC"	"LC"	"LC___LC"
"Brahea pimo"	"LC"	"nonLC"	"LC___nonLC"
"Brahea salvadorensis"	"NA"	"NA"	"NA___NA"
"Brahea sarukhanii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brassiophoenix drymophloeoides"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Brassiophoenix schumannii"	"LC"	"nonLC"	"LC___nonLC"
"Burretiokentia dumasii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Burretiokentia grandiflora"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Burretiokentia hapala"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Burretiokentia koghiensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Burretiokentia vieillardii"	"LC"	"LC"	"LC___LC"
"Butia archeri"	"LC"	"LC"	"LC___LC"
"Butia arenicola"	"NA"	"NA"	"NA___NA"
"Butia campicola"	"LC"	"nonLC"	"LC___nonLC"
"Butia capitata"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia catarinensis"	"LC"	"nonLC"	"LC___nonLC"
"Butia eriospatha"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia exilata"	"NA"	"NA"	"NA___NA"
"Butia exospadix"	"LC"	"nonLC"	"LC___nonLC"
"Butia lallemantii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia lepidotispatha"	"NA"	"NA"	"NA___NA"
"Butia leptospatha"	"LC"	"nonLC"	"LC___nonLC"
"Butia marmorii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia matogrossensis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia microspadix"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia noblickii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia odorata"	"LC"	"LC"	"LC___LC"
"Butia paraguayensis"	"LC"	"LC"	"LC___LC"
"Butia poni"	"NA"	"NA"	"NA___NA"
"Butia pubispatha"	"NA"	"NA"	"NA___NA"
"Butia purpurascens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Butia witeckii"	"LC"	"nonLC"	"LC___nonLC"
"Butia yatay"	"LC"	"LC"	"LC___LC"
"Calamus acamptostachys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus acanthochlamys"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus acanthophyllus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus acanthospathus"	"LC"	"LC"	"LC___LC"
"Calamus acaulis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus acehensis"	"NA"	"NA"	"NA___NA"
"Calamus adspersus"	"NA"	"NA"	"NA___NA"
"Calamus affinis"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus aidae"	"NA"	"NA"	"NA___NA"
"Calamus albidus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus albus"	"NA"	"NA"	"NA___NA"
"Calamus altiscandens"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus andamanicus"	"NA"	"NA"	"NA___NA"
"Calamus angustifolius"	"LC"	"nonLC"	"LC___nonLC"
"Calamus anomalus"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus arborescens"	"LC"	"nonLC"	"LC___nonLC"
"Calamus aruensis"	"LC"	"LC"	"LC___LC"
"Calamus arugda"	"NA"	"NA"	"NA___NA"
"Calamus ashtonii"	"nonLC"	"nonLC"	"nonLC___nonLC"
"Calamus asperrimus"	"LC"	"nonLC"	"LC___nonLC"
