LEVEL3_NAM	LEVEL3_COD	LEVEL2_COD	LEVEL1_COD	LEVEL3_SPE_HUF_B	LEVEL3_SPE_HUMa_B	LEVEL3_SPE_HUMe_B	LEVEL3_SPE_HUC_B	LEVEL3_SPE_HUA_B	LEVEL3_SPE_FD2_B	LEVEL3_SPE_ED2_B	LEVEL3_SPE_COM_B	LEVEL3_SPE_HUF_W	LEVEL3_SPE_HUMa_W	LEVEL3_SPE_HUMe_W	LEVEL3_SPE_HUC_W	LEVEL3_SPE_HUA_W	LEVEL3_SPE_FD2_W	LEVEL3_SPE_ED2_W	LEVEL3_SPE_COM_W	LEVEL3_SPE_HUF_R	LEVEL3_SPE_HUMa_R	LEVEL3_SPE_HUMe_R	LEVEL3_SPE_HUC_R	LEVEL3_SPE_HUA_R	LEVEL3_SPE_FD2_R	LEVEL3_SPE_ED2_R	LEVEL3_SPE_COM_R	LEVEL3_SPE_HUF_B2	LEVEL3_SPE_HUMa_B2	LEVEL3_SPE_HUMe_B2	LEVEL3_SPE_HUC_B2	LEVEL3_SPE_HUA_B2	LEVEL3_SPE_FD2_B2	LEVEL3_SPE_ED2_B2	LEVEL3_SPE_COM_B2	LEVEL3_SPE_HUF_W2	LEVEL3_SPE_HUMa_W2	LEVEL3_SPE_HUMe_W2	LEVEL3_SPE_HUC_W2	LEVEL3_SPE_HUA_W2	LEVEL3_SPE_FD2_W2	LEVEL3_SPE_ED2_W2	LEVEL3_SPE_COM_W2	LEVEL3_SPE_HUF_R2	LEVEL3_SPE_HUMa_R2	LEVEL3_SPE_HUMe_R2	LEVEL3_SPE_HUC_R2	LEVEL3_SPE_HUA_R2	LEVEL3_SPE_FD2_R2	LEVEL3_SPE_ED2_R2	LEVEL3_SPE_COM_R2	LEVEL3_SPE_GAP_RL	LEVEL3_SPE_GAP_RLML	LEVEL3_SPE_speNum	LEVEL3_SPE_speNumCat	Continent
Manitoba	MAN	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Massachusetts	MAS	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Michigan	MIC	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Minnesota	MIN	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Montana	MNT	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Maryland	MRY	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Mississippi	MSI	78	7	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	NOC	0_20	0_20	NOC	0_20	0_20	0_20	0_20	3	0	3	1-10	Americas
Missouri	MSO	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Mexico Central	MXC	79	7	NA	0	0	NA	33.33333333	NA	20	28.57142857	NA	0	0	NA	33.33333333	NA	40	42.85714286	NA	0	0	NA	33.33333333	NA	20	28.57142857	NOC	0_20	0_20	NOC	20_40	NOC	20_40	20_40	NOC	0_20	0_20	NOC	20_40	NOC	40_60	40_60	NOC	0_20	0_20	NOC	20_40	NOC	20_40	20_40	3	0	9	1-10	Americas
Mexico Northeast	MXE	79	7	50	33.33333333	0	NA	37.5	0	23.07692308	28.57142857	50	33.33333333	0	NA	37.5	0	30.76923077	35.71428571	50	33.33333333	0	NA	37.5	0	23.07692308	28.57142857	40_60	20_40	0_20	NOC	20_40	0_20	20_40	20_40	40_60	20_40	0_20	NOC	20_40	0_20	20_40	20_40	40_60	20_40	0_20	NOC	20_40	0_20	20_40	20_40	7	0	14	11-50	Americas
Mexico Gulf	MXG	79	7	0	0	0	0	7.692307692	20	18.75	18.51851852	0	0	0	0	7.692307692	20	18.75	18.51851852	0	0	0	0	7.692307692	0	18.75	14.81481481	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	22	1	35	11-50	Americas
Mexican Pacific Is.	MXI	79	7	100	100	100	NA	100	NA	100	100	100	100	100	NA	100	NA	100	100	100	100	100	NA	100	NA	100	100	80_100	80_100	80_100	NOC	80_100	NOC	80_100	80_100	80_100	80_100	80_100	NOC	80_100	NOC	80_100	80_100	80_100	80_100	80_100	NOC	80_100	NOC	80_100	80_100	0	0	1	1-10	Americas
Mexico Northwest	MXN	79	7	16.66666667	12.5	0	0	22.22222222	0	30	25	33.33333333	25	0	0	33.33333333	0	40	33.33333333	16.66666667	12.5	0	0	22.22222222	0	30	25	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	20_40	20_40	0_20	0_20	20_40	0_20	40_60	20_40	0_20	0_20	0_20	0_20	20_40	0_20	20_40	20_40	5	1	12	11-50	Americas
Mexico Southwest	MXS	79	7	0	0	0	0	6.25	0	22.72727273	17.64705882	11.11111111	11.11111111	0	0	12.5	0	36.36363636	26.47058824	0	0	0	0	6.25	0	18.18181818	14.70588235	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	32	5	50	11-50	Americas
Mexico Southeast	MXT	79	7	0	8.333333333	0	25	9.090909091	9.090909091	16	17.5	0	16.66666667	0	25	13.63636364	18.18181818	20	22.5	0	8.333333333	0	25	9.090909091	9.090909091	16	17.5	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	20_40	20_40	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	39	2	61	51-100	Americas
New Brunswick	NBR	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
North Carolina	NCA	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	3	0	3	1-10	Americas
North Dakota	NDA	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Nebraska	NEB	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Nevada	NEV	76	7	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	0_20	0_20	0_20	NOC	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Newfoundland	NFL	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Nova Scotia	NSC	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Nunavut	NUN	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
New Hampshire	NWH	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
New Jersey	NWJ	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
New Mexico	NWM	77	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Northwest Territories	NWT	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
New York	NWY	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Ohio	OHI	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Oklahoma	OKL	74	7	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Ontario	ONT	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Oregon	ORE	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Prince Edward I.	PEI	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Pennsylvania	PEN	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Québec	QUE	72	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Rhode I.	RHO	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Saskatchewan	SAS	71	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
South Carolina	SCA	78	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	5	0	5	1-10	Americas
South Dakota	SDA	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Tennessee	TEN	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Texas	TEX	77	7	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NA	NA	0	NA	0	0	0	0	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	NOC	NOC	0_20	NOC	0_20	0_20	0_20	0_20	2	0	2	1-10	Americas
Utah	UTA	76	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Vermont	VER	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Virginia	VRG	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Washington	WAS	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
District of Columbia	WDC	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Wisconsin	WIS	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
West Virginia	WVA	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Wyoming	WYO	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Yukon	YUK	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Argentina Northeast	AGE	85	8	33.33333333	0	0	NA	14.28571429	0	0	10	33.33333333	0	0	NA	14.28571429	0	12.5	20	33.33333333	0	0	NA	14.28571429	0	0	10	20_40	0_20	0_20	NOC	0_20	0_20	0_20	0_20	20_40	0_20	0_20	NOC	0_20	0_20	0_20	20_40	20_40	0_20	0_20	NOC	0_20	0_20	0_20	0_20	10	1	12	11-50	Americas
Argentina South	AGS	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Argentina Northwest	AGW	85	8	NA	NA	0	NA	0	NA	0	0	NA	NA	0	NA	0	NA	33.33333333	33.33333333	NA	NA	0	NA	0	NA	0	0	NOC	NOC	0_20	NOC	0_20	NOC	0_20	0_20	NOC	NOC	0_20	NOC	0_20	NOC	20_40	20_40	NOC	NOC	0_20	NOC	0_20	NOC	0_20	0_20	3	0	3	1-10	Americas
Aruba	ARU	81	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Bahamas	BAH	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	7	1	9	1-10	Americas
Bermuda	BER	81	8	0	0	0	0	0	0	50	25	0	0	0	0	0	0	50	25	0	0	0	0	0	0	50	25	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	1	0	4	1-10	Americas
Belize	BLZ	80	8	0	0	0	0	4.761904762	0	8.695652174	8.571428571	0	7.692307692	0	0	9.523809524	14.28571429	21.73913043	20	0	0	0	0	4.761904762	0	8.695652174	8.571428571	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	33	1	41	11-50	Americas
Bolivia	BOL	83	8	4.838709677	6.25	0	5.263157895	5.333333333	0	8.571428571	4.819277108	11.29032258	12.5	4	14.03508772	12	10.71428571	11.42857143	13.25301205	3.225806452	4.6875	0	5.263157895	4	0	5.714285714	3.614457831	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	84	4	94	51-100	Americas
Brazil West-Central	BZC	84	8	4.347826087	0	0	0	3.448275862	25	13.04347826	17.24137931	4.347826087	0	0	0	3.448275862	43.75	21.73913043	29.31034483	4.347826087	0	0	0	3.448275862	6.25	4.347826087	5.172413793	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	68	5	76	51-100	Americas
Brazil Northeast	BZE	84	8	4	0	0	0	2.941176471	12.90322581	9.523809524	10.34482759	8	3.846153846	4	0	5.882352941	25.80645161	19.04761905	20.68965517	4	0	0	0	2.941176471	6.451612903	4.761904762	5.172413793	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	65	2	79	51-100	Americas
Brazil Southeast	BZL	84	8	5.555555556	0	0	0	7.407407407	22.85714286	6.25	18.86792453	11.11111111	5.882352941	5.263157895	0	11.11111111	37.14285714	12.5	30.18867925	5.555555556	0	0	0	3.703703704	11.42857143	6.25	9.433962264	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	56	3	80	51-100	Americas
Brazil North	BZN	84	8	0	2	0	1.234567901	1.851851852	5.970149254	1.923076923	3.496503497	10.86956522	12	7.575757576	11.11111111	12.03703704	26.86567164	17.30769231	20.27972028	0	1	0	1.234567901	0.925925926	0	0	0.699300699	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	156	11	164	>100	Americas
Brazil South	BZS	84	8	25	0	0	NA	10	30	12.5	21.05263158	25	0	0	NA	10	30	25	26.31578947	25	0	0	NA	10	20	12.5	15.78947368	20_40	0_20	0_20	NOC	0_20	20_40	0_20	20_40	20_40	0_20	0_20	NOC	0_20	20_40	20_40	20_40	20_40	0_20	0_20	NOC	0_20	20_40	0_20	0_20	20	2	28	11-50	Americas
Cayman Is.	CAY	81	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	4	0	5	1-10	Americas
Chile Central	CLC	85	8	100	NA	NA	NA	100	100	NA	100	100	NA	NA	NA	100	100	NA	100	0	NA	NA	NA	0	0	NA	0	80_100	NOC	NOC	NOC	80_100	80_100	NOC	80_100	80_100	NOC	NOC	NOC	80_100	80_100	NOC	80_100	0_20	NOC	NOC	NOC	0_20	0_20	NOC	0_20	1	0	1	1-10	Americas
Colombia	CLM	83	8	1.652892562	3.597122302	0	3.921568627	4.545454545	14.92537313	14.94252874	10.89108911	13.2231405	17.98561151	5.882352941	11.76470588	19.48051948	38.80597015	35.63218391	30.69306931	0.826446281	1.438848921	0	1.960784314	1.298701299	0	2.298850575	1.485148515	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	20_40	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	242	13	254	>100	Americas
Chile North	CLN	85	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	1	0	1	1-10	Americas
Chile South	CLS	85	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Americas
Costa Rica	COS	80	8	0	3.333333333	0	4.347826087	2.857142857	29.16666667	5.714285714	13.23529412	0	3.333333333	0	4.347826087	2.857142857	50	20	27.94117647	0	3.333333333	0	4.347826087	2.857142857	0	0	1.470588235	0_20	0_20	0_20	0_20	0_20	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	40_60	20_40	20_40	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	105	7	112	>100	Americas
C. American Pacific Is.	CPI	80	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	0_20	2	0	2	1-10	Americas
