"LEVEL3_NAM"	"LEVEL3_COD"	"LEVEL2_COD"	"LEVEL1_COD"	"LEVEL3_SPE_HUF_B"	"LEVEL3_SPE_HUMa_B"	"LEVEL3_SPE_HUMe_B"	"LEVEL3_SPE_HUC_B"	"LEVEL3_SPE_HUA_B"	"LEVEL3_SPE_FD2_B"	"LEVEL3_SPE_ED2_B"	"LEVEL3_SPE_COM_B"	"LEVEL3_SPE_HUF_W"	"LEVEL3_SPE_HUMa_W"	"LEVEL3_SPE_HUMe_W"	"LEVEL3_SPE_HUC_W"	"LEVEL3_SPE_HUA_W"	"LEVEL3_SPE_FD2_W"	"LEVEL3_SPE_ED2_W"	"LEVEL3_SPE_COM_W"	"LEVEL3_SPE_HUF_R"	"LEVEL3_SPE_HUMa_R"	"LEVEL3_SPE_HUMe_R"	"LEVEL3_SPE_HUC_R"	"LEVEL3_SPE_HUA_R"	"LEVEL3_SPE_FD2_R"	"LEVEL3_SPE_ED2_R"	"LEVEL3_SPE_COM_R"	"LEVEL3_SPE_HUF_B2"	"LEVEL3_SPE_HUMa_B2"	"LEVEL3_SPE_HUMe_B2"	"LEVEL3_SPE_HUC_B2"	"LEVEL3_SPE_HUA_B2"	"LEVEL3_SPE_FD2_B2"	"LEVEL3_SPE_ED2_B2"	"LEVEL3_SPE_COM_B2"	"LEVEL3_SPE_HUF_W2"	"LEVEL3_SPE_HUMa_W2"	"LEVEL3_SPE_HUMe_W2"	"LEVEL3_SPE_HUC_W2"	"LEVEL3_SPE_HUA_W2"	"LEVEL3_SPE_FD2_W2"	"LEVEL3_SPE_ED2_W2"	"LEVEL3_SPE_COM_W2"	"LEVEL3_SPE_HUF_R2"	"LEVEL3_SPE_HUMa_R2"	"LEVEL3_SPE_HUMe_R2"	"LEVEL3_SPE_HUC_R2"	"LEVEL3_SPE_HUA_R2"	"LEVEL3_SPE_FD2_R2"	"LEVEL3_SPE_ED2_R2"	"LEVEL3_SPE_COM_R2"	"LEVEL3_SPE_GAP_RL"	"LEVEL3_SPE_GAP_RLML"	"LEVEL3_SPE_speNum"	"LEVEL3_SPE_speNumCat"
"Trinidad-Tobago"	"TRT"	81	8	0	0	2.17391304347826	0	7.35294117647059	0	12.5	10.5263157894737	2.38095238095238	5.55555555555556	4.34782608695652	3.33333333333333	13.2352941176471	0	18.75	17.1052631578947	0	0	0	0	2.94117647058824	0	8.33333333333333	6.57894736842105	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	60	13	80	"51-100"
"Tuamotu"	"TUA"	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	3	2	3	"1-10"
"Tubuai Is."	"TUB"	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Turkey-in-Europe"	"TUE"	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tunisia"	"TUN"	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	3	"1-10"
"Turkey"	"TUR"	34	3	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"0_20"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Tuvalu"	"TUV"	60	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"Tuva"	"TVA"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Northern Provinces"	"TVL"	27	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	4	"1-10"
"Tadzhikistan"	"TZK"	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Uganda"	"UGA"	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	6	"1-10"
"Ukraine"	"UKR"	14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Uruguay"	"URU"	85	8	NA	0	0	NA	0	100	0	20	NA	0	0	NA	0	100	66.6666666666667	60	NA	0	0	NA	0	0	0	0	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"80_100"	"0_20"	"20_40"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"80_100"	"60_80"	"60_80"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	6	0	6	"1-10"
"Utah"	"UTA"	76	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Uzbekistan"	"UZB"	32	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Vanuatu"	"VAN"	60	6	0	14.2857142857143	0	0	22.2222222222222	0	22.2222222222222	20	25	42.8571428571429	0	25	44.4444444444444	50	44.4444444444444	40	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"20_40"	"20_40"	"40_60"	"0_20"	"20_40"	"40_60"	"40_60"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	19	11	21	"11-50"
"Venezuela"	"VEN"	82	8	1.78571428571429	3.17460317460317	0	3.92156862745098	2.89855072463768	0	5.26315789473684	3.75	7.14285714285714	11.1111111111111	2.22222222222222	9.80392156862745	11.5942028985507	9.52380952380952	21.0526315789474	13.75	1.78571428571429	3.17460317460317	0	3.92156862745098	2.89855072463768	0	2.63157894736842	2.5	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	99	10	108	">100"
"Vermont"	"VER"	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Victoria"	"VIC"	50	5	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	0	0	0	NA	0	0	NA	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"NOC"	"0_20"	1	0	2	"1-10"
"Vietnam"	"VIE"	41	4	10.5263157894737	8.82352941176471	7.40740740740741	10	8.33333333333333	49.3506493506493	25	45.0549450549451	10.5263157894737	8.82352941176471	7.40740740740741	10	8.33333333333333	58.4415584415584	37.5	52.7472527472527	10.5263157894737	8.82352941176471	7.40740740740741	10	8.33333333333333	5.19480519480519	9.375	6.59340659340659	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"20_40"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	98	4	113	">100"
"Venezuelan Antilles"	"VNA"	81	8	0	0	0	0	12.5	0	0	12.5	0	0	0	0	12.5	0	0	12.5	0	0	0	0	12.5	0	0	12.5	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	6	0	9	"1-10"
"Virginia"	"VRG"	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Wake I."	"WAK"	62	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Wallis-Futuna Is."	"WAL"	60	6	0	0	0	0	0	0	50	50	0	0	0	0	0	0	50	50	0	0	0	0	0	0	50	50	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"40_60"	"40_60"	1	0	2	"1-10"
"Washington"	"WAS"	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Western Australia"	"WAU"	50	5	0	0	0	0	0	33.3333333333333	0	25	0	50	0	0	33.3333333333333	33.3333333333333	0	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"20_40"	"0_20"	"40_60"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	5	0	7	"1-10"
"District of Columbia"	"WDC"	78	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"West Himalaya"	"WHM"	40	4	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"NOC"	"0_20"	"0_20"	"0_20"	"0_20"	5	3	6	"1-10"
"Windward Is."	"WIN"	81	8	0	10	0	20	10	0	0	9.09090909090909	0	20	0	40	20	0	16.6666666666667	18.1818181818182	0	10	0	20	10	0	0	9.09090909090909	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"40_60"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"0_20"	"0_20"	"0_20"	"0_20"	7	0	14	"11-50"
"Wisconsin"	"WIS"	74	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Western Sahara"	"WSA"	20	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	1	0	1	"1-10"
"West Siberia"	"WSB"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"West Virginia"	"WVA"	75	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Wyoming"	"WYO"	73	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Christmas I."	"XMS"	42	4	50	0	0	0	50	0	50	50	50	0	0	0	50	0	50	50	0	0	0	0	0	0	0	0	"40_60"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"40_60"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"40_60"	"0_20"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	2	0	2	"1-10"
"Yakutskiya"	"YAK"	30	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Yemen"	"YEM"	35	3	0	0	0	0	0	0	0	0	0	33.3333333333333	33.3333333333333	0	40	66.6666666666667	50	50	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"20_40"	"20_40"	"0_20"	"40_60"	"60_80"	"40_60"	"40_60"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	4	0	6	"1-10"
"Yugoslavia"	"YUG"	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Yukon"	"YUK"	70	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zaïre"	"ZAI"	23	2	0	3.84615384615385	0	0	3.44827586206897	7.69230769230769	5.55555555555556	5.55555555555556	7.14285714285714	19.2307692307692	9.52380952380952	0	17.2413793103448	19.2307692307692	16.6666666666667	16.6666666666667	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	17	5	36	"11-50"
"Zambia"	"ZAM"	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	6	"1-10"
"Zimbabwe"	"ZIM"	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	"0_20"	0	0	4	"1-10"
