species	NO_EXT	DO_CON	Americas	AfricaWAsia	EAsiaPacific	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	Conspicuousness	AnimalFood	EnvironmentalUses	Fuels	GeneSources	HumanFood	InvertebrateFood	Materials	Medicines	Poisons	SocialUses
Arenga micrantha	non-LC	NA	0	0	1	0	0	1	1	0	0	2	15	understorey	NA	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	conspicuous	0	0	0	0	1	0	0	0	0	0
Arenga microcarpa	LC	LC	0	0	1	0	0	1	0	0	0	8	15	canopy	18	4	2.7	1.35	1.44	NA	NA	1.65	1.5	1.8	small	ovoid	conspicuous	0	1	0	0	1	1	1	1	1	0
Arenga mindorensis	LC	NA	0	0	1	0	1	0	0	0	0	0.3	3	understorey	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga obtusifolia	LC	LC	0	0	1	0	0	1	0	0	0	20	30	canopy	15	11	10	NA	6	NA	NA	4	NA	NA	large	NA	cryptic	0	0	0	0	1	0	1	1	0	0
Arenga pinnata	LC	LC	0	0	1	0	0	1	1	0	0	20	60	canopy	30	12	9	2.75	7	NA	NA	6	NA	NA	large	globose	conspicuous	1	1	1	0	1	1	1	1	1	1
Arenga plicata	non-LC	NA	0	0	1	0	0	1	0	0	0	1.5	3	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga porphyrocarpa	non-LC	NA	0	0	1	0	0	1	0	0	0	2.4	NA	understorey	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	small	elongate	conspicuous	0	1	0	0	0	0	0	1	0	0
Arenga retroflorescens	non-LC	NA	0	0	1	0	1	0	0	0	0	0.8	3	understorey	6	NA	NA	NA	2.45	2.1	2.8	1.935	1.73	2.14	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga ryukyuensis	non-LC	NA	0	0	1	0	0	1	0	0	0	2	20	understorey	NA	3	2	NA	1.8	NA	NA	1.8	NA	NA	small	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga talamauensis	non-LC	NA	0	0	1	0	0	1	0	0	0	2	NA	understorey	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Arenga tremula	LC	LC	0	0	1	0	0	1	0	0	0	4	12	understorey	6	10	8	2.1	1.3	NA	NA	1.1	NA	NA	small	globose	conspicuous	0	1	0	0	0	0	1	1	1	0
Arenga undulatifolia	LC	LC	0	0	1	0	0	1	0	0	0	10	30	canopy	10	7	5	2.1	5	NA	NA	4.5	NA	NA	large	NA	cryptic	0	0	0	0	1	0	1	0	1	0
Arenga westerhoutii	LC	LC	0	0	1	0	0	1	1	0	0	20	60	canopy	15	8	7	NA	7	NA	NA	6	5	7	large	ovoid	cryptic	0	0	0	0	1	0	1	1	1	0
Arenga wightii	LC	LC	0	0	1	0	0	1	0	0	0	7	30	canopy	6	10	NA	NA	2.5	NA	NA	3	NA	NA	small	NA	cryptic	0	0	0	0	0	0	0	1	0	0
Asterogyne guianensis	non-LC	NA	1	0	0	0	0	1	1	0	0	3	5	understorey	18	1.2	0.9	0.65	2.5	NA	NA	1.5	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne martiana	LC	LC	1	0	0	0	0	1	1	0	0	2	5	understorey	18	1	0.6	0.45	1	0.7	1.1	1	NA	NA	small	globose	cryptic	0	0	0	0	1	0	1	1	0	0
Asterogyne ramosa	LC	NA	1	0	0	0	0	1	1	0	0	3	8	understorey	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne spicata	non-LC	NA	1	0	0	0	0	1	1	0	0	8	5	canopy	25	1.35	1	0.4	NA	NA	NA	NA	NA	NA	NA	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Asterogyne yaracuyense	non-LC	NA	1	0	0	0	0	1	0	0	0	8	8	canopy	31	1.2	1.2	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum acaule	LC	LC	1	0	0	0	1	0	2	1	1	1	30	understorey	9	7	4	2.75	4	3.5	4.5	2.6	2.4	2.8	large	NA	conspicuous	0	0	0	0	0	0	1	1	0	0
Astrocaryum aculeatissimum	LC	LC	1	0	0	0	0	1	0	1	1	8	15	canopy	20	NA	NA	NA	5.5	5	6	3.5	3	4	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum aculeatum	non-LC	NA	1	0	0	0	0	1	1	1	1	20	25	canopy	15	8.4	6.4	2.1	5.5	4.5	6.5	4	3.5	4.5	large	globose	conspicuous	1	1	1	0	1	0	1	1	0	1
Astrocaryum alatum	LC	LC	1	0	0	0	0	1	1	1	1	7	18	canopy	30	3	1.78	1.27	2.6	NA	NA	1.8	NA	NA	small	ovoid	cryptic	0	0	0	0	0	0	0	1	0	0
Astrocaryum arenarium	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum campestre	non-LC	LC	1	0	0	0	1	0	2	1	1	0	NA	understorey	6	1.5	1.4	0.12	3.25	3	3.5	2.25	2	2.5	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum carnosum	non-LC	non-LC	1	0	0	0	0	1	0	1	1	4	18	understorey	8	3.5	NA	1.45	1.4	NA	NA	1	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum chambira	LC	LC	1	0	0	0	0	1	1	1	1	30	40	canopy	16	9	5.5	3.25	7	6	8	4.75	4.5	5	large	NA	conspicuous	1	1	1	0	1	0	1	1	0	1
Astrocaryum chonta	LC	LC	1	0	0	0	0	1	1	0	1	7	25	canopy	12	6.26	4.5	NA	5.4	NA	NA	1.5	NA	NA	large	NA	NA	0	0	0	0	0	0	0	0	0	0
Astrocaryum ciliatum	LC	LC	1	0	0	0	2	2	1	NA	1	0	NA	understorey	12	4.8	4.8	NA	4.9	4.6	5.2	2.8	2.6	3	large	NA	NA	0	0	0	0	1	0	1	1	0	1
Astrocaryum confertum	LC	NA	1	0	0	0	0	1	1	1	1	17	25	canopy	12	4	4	NA	3	NA	NA	3	NA	NA	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum echinatum	non-LC	non-LC	1	0	0	0	0	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	4.2	NA	NA	3.2	NA	NA	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum faranae	non-LC	non-LC	1	0	0	0	0	1	0	NA	1	10	20	canopy	12	4	4	NA	6.1	4.2	8	1.8	1.2	2.4	large	ovoid	conspicuous	0	0	0	0	0	0	0	0	0	0
Astrocaryum farinosum	LC	LC	1	0	0	0	2	2	1	NA	1	4	18	understorey	12	5.2	5.2	NA	6.2	4.8	7.6	3.7	2.6	4.7	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum ferrugineum	LC	NA	1	0	0	0	0	1	1	NA	1	8	25	canopy	16	5.1	5.1	NA	5.3	4.6	6	5.25	2.7	3.8	large	elongate	NA	0	0	0	0	1	0	1	0	0	1
Astrocaryum giganteum	LC	NA	1	0	0	0	1	0	1	1	1	4	22	understorey	14	5.8	5.8	NA	4	NA	NA	2.5	NA	NA	large	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum gratum	LC	LC	1	0	0	0	0	1	2	1	1	5	17	understorey	NA	7.3	5.1	2.3	5.35	NA	NA	3.5	NA	NA	large	ovoid	conspicuous	1	0	1	0	1	0	1	1	0	1
Astrocaryum huaimi	LC	LC	1	0	0	0	0	1	0	1	1	7	15	canopy	12	5.5	3.5	2.1	3.55	3.2	3.9	2.75	2.5	3	small	globose	conspicuous	0	0	0	0	0	0	0	0	0	0
Astrocaryum huicungo	NA	NA	1	0	0	0	0	1	0	1	1	2	15	understorey	NA	3	3	NA	5	NA	NA	3.5	NA	NA	large	elongate	conspicuous	0	1	0	0	1	0	1	1	0	1
Astrocaryum jauari	LC	LC	1	0	0	0	0	1	2	1	1	20	30	canopy	15	6	3.6	2.5	3.5	2.5	5	2.4	1.7	3	small	ovoid	conspicuous	0	0	0	0	1	0	1	1	0	1
Astrocaryum javarense	non-LC	NA	1	0	0	0	0	1	0	1	1	4	18	understorey	16	5.7	4.4	1.35	5.1	3.5	6.7	1.6	2.2	3	large	globose	cryptic	0	0	0	0	0	0	0	0	0	0
Astrocaryum macrocalyx	LC	LC	1	0	0	0	0	1	NA	NA	1	9	1	canopy	NA	NA	NA	NA	8	NA	NA	6.5	NA	NA	large	ovoid	NA	0	0	0	0	1	0	1	1	0	0
Astrocaryum malybo	LC	LC	1	0	0	0	1	0	1	NA	1	0	NA	understorey	20	6.95	5	2.05	NA	NA	NA	NA	NA	NA	NA	elongate	NA	0	0	0	0	0	0	1	0	0	0
Astrocaryum mexicanum	LC	LC	1	0	0	0	0	1	1	1	1	6	8	canopy	11	3.6	3	0.65	3.5	NA	NA	1.8	NA	NA	small	globose	NA	0	1	0	0	1	0	1	1	0	0
Astrocaryum minus	non-LC	NA	1	0	0	0	0	1	2	1	1	3	15	understorey	10	3.9	3.9	NA	1.2	NA	NA	1	NA	NA	small	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum murumuru	LC	LC	1	0	0	0	0	1	2	1	1	15	30	canopy	16	8	6	2.1	7.25	6	8.5	4.1	3.8	4.4	large	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum paramaca	LC	LC	1	0	0	0	0	1	1	NA	1	8	11	canopy	15	6.3	5	1.35	3.75	3.5	4	2.25	2	2.5	small	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum perangustatum	non-LC	NA	1	0	0	0	0	1	1	1	1	4	23	understorey	14	4.5	NA	2.3	8	NA	NA	2.3	NA	NA	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum rodriguesii	non-LC	LC	1	0	0	0	0	1	1	1	1	20	25	canopy	17	3.5	3.5	NA	4	NA	NA	2.2	2	2.4	large	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum sciophilum	LC	LC	1	0	0	0	0	1	1	1	1	12	20	canopy	14	7.7	5.2	2.6	6.75	6.5	7	3.25	2.5	4	large	ovoid	cryptic	0	1	0	0	1	0	1	1	0	1
Astrocaryum scopatum	non-LC	NA	1	0	0	0	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	0	0	0	0	0	0	0	0	0	0
Astrocaryum sociale	non-LC	NA	1	0	0	0	2	2	1	0	1	0	0	understorey	8	3.6	2.1	1.55	5	4	6	3	2.5	3.5	large	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum standleyanum	LC	LC	1	0	0	0	0	1	1	1	1	15	30	canopy	18	5.61	4	1.71	5.5	4	6	3.1	2.7	3.5	large	NA	conspicuous	0	1	1	0	1	0	1	1	0	1
Astrocaryum triandrum	LC	LC	1	0	0	0	0	1	1	1	1	5	12	understorey	8	3.09	3	NA	5	4	6	2.75	2.5	3	large	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Astrocaryum tucuma	non-LC	LC	1	0	0	0	0	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	conspicuous	0	0	0	0	1	0	1	0	0	0
Astrocaryum ulei	non-LC	non-LC	1	0	0	0	0	1	2	NA	1	8	20	canopy	14	5.1	5.1	NA	4.65	3.1	6.2	3	2.5	3.5	large	globose	cryptic	0	0	0	0	0	0	0	0	0	0
Astrocaryum urostachys	LC	LC	1	0	0	0	0	1	2	1	1	10	20	canopy	15	8	6	2.57	7.5	6	9	2.5	NA	NA	large	globose	NA	1	0	1	0	1	0	1	1	0	1
Astrocaryum vulgare	LC	LC	1	0	0	0	0	1	0	1	1	15	20	canopy	16	7.5	5	2.6	4.25	3.5	5	3.2	2.5	3.7	large	ovoid	conspicuous	0	1	0	0	1	0	1	1	0	0
Attalea allenii	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	8.33	5.1	2.98	7	6	8	4.25	3.5	5	large	NA	cryptic	0	0	0	0	1	0	1	1	0	1
Attalea amygdalina	non-LC	NA	1	0	0	0	1	0	1	0	0	0.5	25	understorey	15	9.32	9	NA	7.5	6	9	5	NA	NA	large	globose	cryptic	0	1	0	0	1	0	0	0	0	1
Attalea amylacea	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea anisitsiana	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea apoda	non-LC	non-LC	1	0	0	0	0	1	1	0	0	13	NA	canopy	NA	NA	NA	NA	6	5	7	3.3	3	3.5	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea attaleoides	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	11	8	6	2.1	5	4.5	5.5	2.25	2	2.5	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea barreirensis	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	9	2.13	1.8	0.38	5.25	5	5.5	3.75	3	4.5	large	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea bassleriana	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	9.05	NA	NA	5.56	NA	NA	large	ovoid	NA	1	1	0	0	1	0	1	1	0	1
Attalea brasiliensis	non-LC	non-LC	1	0	0	0	0	1	1	0	0	6	NA	canopy	NA	NA	NA	NA	6	NA	NA	5	4.8	5.2	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea brejinhoensis	non-LC	NA	1	0	0	0	0	1	1	0	0	30	50	canopy	NA	9.32	8.3	NA	9	8	10	6	5	7	large	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea burretiana	LC	LC	1	0	0	0	0	1	NA	0	0	NA	NA	NA	NA	NA	NA	NA	7.27	7	8.5	4.55	5	6	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea butyracea	LC	LC	1	0	0	0	0	1	1	0	0	25	75	canopy	35	13.34	10	2.75	8.25	4.5	12	3.75	3	4.5	large	ovoid	conspicuous	1	1	1	0	1	0	1	1	0	1
Attalea camopiensis	NA	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cephalotus	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cohune	LC	LC	1	0	0	0	0	1	1	0	0	25	60	canopy	30	14.35	9	4.1	6	4	8	3.9	3.3	4.5	large	NA	cryptic	1	1	1	0	1	0	1	1	0	0
Attalea colenda	LC	LC	1	0	0	0	0	1	1	0	0	35	60	canopy	25	12.5	10	2.6	5	4	6	3.5	NA	NA	large	globose	cryptic	1	1	0	0	1	0	1	1	0	1
Attalea compta	non-LC	LC	1	0	0	0	0	1	1	0	0	15	NA	canopy	NA	6.5	6.5	NA	8.75	8	9.5	5.25	5	5.5	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea crassispatha	non-LC	non-LC	1	0	0	0	0	1	1	0	0	20	35	canopy	19	5.4	4	1.45	3.75	3.5	4	2	NA	NA	small	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea cuatrecasasiana	LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	10	9.36	7	2.46	12.5	11	14	8.5	7.5	9.5	large	NA	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea dahlgreniana	LC	LC	1	0	0	0	0	1	1	0	0	15	55	canopy	20	9.3	8.2	1.15	7.5	6	9	3.25	2.5	4	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea degranvillei	non-LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea dubia	non-LC	NA	1	0	0	0	0	1	1	0	0	25	35	canopy	35	7	7	NA	6.25	6	6.5	3	3	4	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea eichleri	LC	LC	1	0	0	0	1	0	1	0	0	1.5	NA	understorey	8	2.73	2	0.78	7.5	7	8	4.75	4	5.5	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea exigua	non-LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	8	1.45	1.4	0.12	5	4	6	4.25	3	5.5	large	ovoid	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea fairchildensis	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	5.06	3.86	1.25	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	0	0	0	0	0	0	1	0	0	0
Attalea funifera	LC	LC	1	0	0	0	0	1	1	0	0	15	30	canopy	15	12	NA	NA	12.5	10	15	6	3	9	large	globose	cryptic	0	0	0	0	1	0	1	1	0	0
Attalea geraensis	LC	LC	1	0	0	0	1	0	1	0	0	0	0	understorey	8	2.6	2.2	0.45	6	5	7	3.75	3	4.5	large	elongate	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea guacuyule	non-LC	non-LC	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea guianensis	non-LC	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea hoehnei	NA	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea huebneri	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	0	0	0	0	0	0	0	0	0	0
Attalea humilis	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	8.5	5.5	2.75	6.5	4	9	5.25	2.5	8	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea iguadummat	non-LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	17	10.22	NA	NA	8.5	7	10	5.4	4.5	6.3	large	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea insignis	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	7	6	NA	7.5	7	8	3.75	3.5	4	large	ovoid	conspicuous	1	0	0	0	1	0	1	1	0	1
Attalea kewensis	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea lauromuelleriana	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea leandroana	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea luetzelburgii	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	6	8.2	4.9	3.15	5.25	5	5.5	2.25	2	2.5	large	NA	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea macrolepis	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea magdalenica	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea maracaibensis	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea maripa	LC	LC	1	0	0	0	0	1	1	0	0	20	35	canopy	22	15.4	10	5.15	5	4	6	2.75	2.5	3	large	ovoid	conspicuous	0	0	1	0	1	0	1	1	0	1
Attalea maripensis	NA	NA	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea microcarpa	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	16	7.8	6	1.9	3.75	3.5	4	2.5	2	3	small	ovoid	conspicuous	0	0	0	0	1	0	1	0	0	1
Attalea moorei	non-LC	non-LC	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea nucifera	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	13	7	5	2.1	6.75	6.5	7	4.5	4	5	large	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea oleifera	LC	LC	1	0	0	0	0	1	1	0	0	30	45	canopy	30	11.8	9.8	2.1	9	7	11	5	4	6	large	globose	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea osmantha	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea pacensis	non-LC	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea peruviana	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	globose	conspicuous	0	0	0	0	1	0	1	0	0	1
Attalea phalerata	LC	LC	1	0	0	0	0	1	1	0	0	10	60	canopy	30	9.7	7.4	2.1	8.5	6	11	4	3	5	large	globose	cryptic	1	1	1	0	1	0	1	1	0	1
Attalea pindobassu	LC	LC	1	0	0	0	0	1	1	0	0	15	50	canopy	25	8.7	6.48	1.27	7.4	NA	NA	4.93	NA	NA	large	NA	conspicuous	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea plowmanii	LC	LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	15	6	6	NA	11	NA	NA	6	NA	NA	large	ovoid	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea princeps	LC	LC	1	0	0	0	0	1	1	0	0	15	30	canopy	12	6.22	6.22	NA	7	6	8	3.35	NA	NA	large	ovoid	cryptic	1	0	0	0	1	0	1	1	0	1
Attalea racemosa	LC	LC	1	0	0	0	1	0	2	0	0	0	NA	understorey	35	6.39	4.5	1.99	7.5	6	9	4.75	4	5	large	ovoid	cryptic	0	0	0	0	1	0	1	0	0	0
Attalea rostrata	LC	LC	1	0	0	0	0	1	1	0	0	1.5	48	understorey	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	ovoid	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea salazarii	non-LC	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	elongate	NA	0	0	0	0	1	0	0	0	0	0
Attalea salvadorensis	non-LC	NA	1	0	0	0	0	1	1	0	0	30	NA	canopy	NA	7	NA	NA	9	NA	NA	5	NA	NA	large	elongate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea seabrensis	non-LC	LC	1	0	0	0	0	1	1	0	0	20	40	canopy	NA	6.3	6.3	NA	7.5	6	9	6.25	5.5	7	large	NA	cryptic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea septuagenata	non-LC	NA	1	0	0	0	0	1	1	0	0	12	30	canopy	20	10.5	9	1.55	10.75	10	11.5	5.5	5	6	large	ovoid	NA	0	0	0	0	1	0	1	0	0	1
Attalea speciosa	LC	LC	1	0	0	0	0	1	1	0	0	20	41	canopy	22	7.82	6.72	1.25	9.55	6.6	12.5	6.8	3.7	9.9	large	NA	cryptic	1	0	1	0	1	0	1	1	0	1
Attalea spectabilis	non-LC	LC	1	0	0	0	1	0	1	0	0	1	NA	understorey	8	4.6	4.6	NA	5.5	5	6	3.5	3	4	large	globose	cryptic	0	0	0	0	1	0	0	1	0	0
Attalea tessmannii	LC	LC	1	0	0	0	0	1	1	0	0	19	40	canopy	12	11.5	9.3	2.3	12.5	12	13	6.5	6	7	large	ovoid	cryptic	0	0	0	0	1	0	1	0	0	1
Attalea vitrivir	non-LC	LC	1	0	0	0	0	1	1	0	0	20	50	canopy	20	8.7	7.5	1.25	12	10	14	5	4	6	large	globose	NA	1	0	1	0	1	0	1	1	0	0
Attalea weberbaueri	non-LC	non-LC	1	0	0	0	1	0	1	0	0	0	NA	understorey	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Attalea wesselsboeri	NA	NA	1	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
